id,text,category
375,if you want a fancy lobby and lounge it's a 5-10 minute walk to the ritz or the westin.,0
376,Try and find a web deal (I booked via Hotel[-]): during Summer rooms can be booked for as low as 59 euro (and that includes breakfast).,0
377,there is a lot to see so get a cheap guide book and plan your visit.,0
378,I would advise getting an inclusive deal or eating at one of the many local cafes which offered breakfast for a third of the price.,0
379,The point is - do not advertise the service if there are warnings that accompany it.,1
380,"but for a luxury 5-star hotel, it would be nice if they drop a bottle of water each day.",1
381,"Parking at $ 30 per day is an outrage, but possibly standard for the center (you can find street parking on the weekend to save a few bucks).",1
382,"The manager should have been promoted for a long time, -I will never meet such a man who was very happy to help and rectify any problems-it was wonderful.",1
383,"after making the reservation, call the hotel and advise you have an upgrade coupon.",0
384,My take on it is that the sewer system put in by the GDR needs to be replaced.,1
385,"So if you want nightlife, you need to drive to it.",0
386,Room needs better power outlets,1
387,The location is perfect and I highly recommend the spa at the attached LA sports Club.,0
388,"also had room service- quick and again, reasonable.",0
389,the public areas are the ones that you would expect from a 2-3 star hotel - all again in need of a major upgrade.,1
390,"Although there are many choices, dont go with an expectation that you will be having a fine dining experience.",0
391,"Perhaps the secret is to book the executive rooms because they certainly are spacious ,you can upgrade on check in,.",0
392,Please be aware that there was no evidence that the breakfast was not included,1
393,"do visit the gaudi houses - casa batllo is stunning,",0
394,"if you are looking for the convenience of this hotel's location across from the train station, be aware that this is a particularly seedy, dangerous area.",0
395,Avoid it.,0
396,a suggestion to the hotel - sounds like being denied for not having a room available has often happened in the past.,1
397,"Yay After 2 hours of dealing with the plant manager, Matthew Sims, if you ever have to deal with this man, pass over him.",1
398,Parking at $30 per day is an outrage but possibly standard for downtown (you can find street parking on the weekend to save a few dollars).,1
399,Make sure you bring plenty of sun tan lotion-very expensive in the gift shop.,0
400,Even with these benefits I would not recommend staying in this hotel.,0
401,no real pool so wouldnt recommend the hotel for a family with small children if a swimming pool is a necessity.,0
402,"If you are looking to do downtown Seattle as a tourist you cannot do much better, in my opinion, than the Best Western Executive Inn.",0
403,just search for the station on any of the maps in the metro stations.,0
404,Dont forget to tip...,0
405,"be replaced mattress must or rotation - I feel, slip the bed would because the mattress leaned on the phone.",1
406,"if you don't read up on it ahead of time, there is a channel on the tv with info about the hotel.",0
407,"What fees would respectable hotel, expensive especially with those rooms, the bile for their guests accommodations cars?",1
408,the lobby could use a little work as well.,1
409,and you have to hold down the button continually to keep the dryer on.,0
410,and beware of the packages you purchase.,0
411,"For what we paid for the rooms, they were courteous enough not boring us in the parking lot.",1
412,Alcohol was top shelf - try a vodka lime juice,0
413,"good clothes shopping to be done in kalverstraat & nieuwendijk, just off the dam square and there is a good tattoo artist in gravenstraat too ;) .",0
414,"i wouldn't normally write reviews, however after having such a stay at the weekend i feel compelled to recommend to others not to waste their money and stay at this hotel.",0
415,You can park your car yourself and save money doing without valet service.,0
416,and you should visit it even if you dont stay in the hotel.,0
417,"Remember to buy water from the supermarket near Madame Tussauds, much cheaper than anywhere else.",0
418,but eventually need renovating.,1
419,be sure to lock up your stuff!!!,0
420,"for a great light meal,breakfast or lunch, it was great to wander down to the large market and get beautiful large fresh strawberries and wonderful pastries from the vendors.",0
421,"For those looking for things to do whilst in Berlin, I would highly recommend the walking tours offered by Original Berlin Walks (Discover Berlin) and Sandemans New Berlin (Red Berlin Tour and the Free Tour).",0
422,you can easily walk to notre dame or the pantheon from this hotel.,0
423,I think so - just keep an open mind and remember that the mentality is very different from what you may be used to.,0
424,I would not recommend the restaurant either the food in not good quality,0
425,would recommend this hotel although for its location.,0
426,One thing: definitely try to get a high floored room away from the building works for the new skyscraper next floor.,0
427,Give this place a go - just catch up on sleepbefore you do.,0
428,don't even waste your time arguing with the administration.,0
429,"Smokers beware: the hotel only has a few smoking rooms, all located on the second floor.",0
430,The rooms seem to have no functioning heating or built-in fan / heater / cooler is a bit of a drawback depending on when you visit.,1
431,Reception has safe deposit box if you need it.,0
432,"However, as I stated earlier, there are ample restaurants nearby from which you can choose.",0
433,If you prefer an outside room ask for one on an upper floor facing towards Berlin Catherdral only some 100 yards away.,0
434,Please be aware that there was no indication that breakfast was not included,1
435,Chair upholstery needs to be cleaned.,1
436,If you do not expect any kind of service whatsoever then go ahead and book these hotels but be sure what you are getting as they also have a third old building across the street which is a little more convenient than having to drag luggage three long blocks,0
437,"Buy your tickets at the Wharf, not the concierge - they only have 1-day passes.",0
438,I want the staff were before.,1
439,we left half the box on the table,0
440,Note that the hotel offers great packages on its website - the best way to go.,0
441,They either need to rewrite the policy on the amount of time that a car can be kept by guests or put DVD players in all rooms.,1
442,I felt relaxed and comfortable there--I recommend it.,0
443,"Things to do, apart from the obvious - antibacterial soap to your room, spray deodorants, alarm clock, or just a clock because they do not have them in one room ,, Cortizone for rashes heat ,, Benadryl to stop the itching of the eruption of heat ... lol ,, washcloths, we got these one day and never had them.",1
444,i don't think it would be worth paying for a bigger corner room as you'll want to be out all day visiting paris.,0
445,i'd recommend that you avoid it altogether and get it in a local cafe.,0
446,"if you make an online reservation, it is impossible to mention that you travel with children.",0
447,"Our first room had a small kitchenette, the second did not -- here, a micro wave and a small fridge would have been welcome.",1
448,you have all of paris to explore (bring good walking shoes!).,0
449,This hotel is badly in need of a director who knows what's going on site.,1
450,if you are travelling alone - please don't stay at this hotel.,0
451,but most bathrooms are in urgent need of remodeling (the existing ones from the 60's!).,1
452,"Top tip for frequent visitors is the Okura Club International which you can join for nothing and entitles bearers to free usage of the pool, showers and o-furo ,bath, which you would normally have to pay for.",0
453,"Breakfast was quite pricey at 18euros each, but it was a buffet you could eat as much as you like, so if you have a big appetite, perhaps its good value, and if you didnt want to pay 18euros then dont eat it...",0
454,You can also use the MTR which is 4 mins from the hotel.,0
455,but some of the staff behind the desk need some service lessons to customers (p.,1
456,"and it would be highly suggested to get out and look at some leading places such as : malmaison, hotel du vin and sofitel, which yes do charge your sort of high prices, but do deliver an exceptional service,",0
457,try and get a higher floor.,0
458,Please read this before before booking your break away in this hotel.,0
459,"if you get to go there, have a look at the canopy outside the main entrance, its patched up with sellotape!!",0
460,"Note that if you plan to rent a car, many rental places have minimum 3 day rentals during high season.",0
461,there were no tea/coffee making facilities in the room which should really be standard in a 4 star hotel.,1
462,"If youre looking for a great place to stay on the happening Left Bank, this should be your choice - you wont regret it.",0
463,my one suggestion for improvement would be that breakfast could be more imaginative and varied.,0
464,Highly recommend it.,0
465,"if you are trying to decide between the claris and the majestic, i would definitely recommend the claris.",0
466,they should just accept whirlpool jets in it and the fact that it is as a large bathtub anymore.,1
467,"They offer handicapped accessible rooms which are more spacious and located at the enterior of the hotel ,which I would recommend as those staying with rooms facing the streets often complain of the noise,.",0
468,"If you want to feel the city vibes and eat close by at more authentic restaurants, dont stay here.",0
469,I would definitely recommend this hotel.,0
470,"quality breakfast with good choice of food (if you're after a full-english breakfast, don't eat here).",0
471,do not hesitate in making a reservation at this place...,0
472,we would recommend a taxi from the airport for a 'no fuss/bother' way to reach the hotel.,0
473,the patagonia is definitely worth a visit - beef to die for!,0
474,"No snorkeling right on the hotels beach ,too many waves and no reef,, so you have to book a separate excursion.",0
475,one tip though.... it can be better to go the end of the line/terminus to get a car and join the queue as some are very busy,0
476,"while you are there, stop at farggi's and have a gelato, it's really good.",0
477,Beware of smoking areas for people having breakfast that are very close to non-smoking.,0
478,"Negatives: bed (if you are accustomed to Sofitel beds everyone there do not stay here), bedding (old polyester), housekeeping (as in the morning the room was not cleaned properly and coffee items toilet supplies were not replenished, the room was also not very clean, with huge stains on the curtains), in room equipment (if you like retro 70s, loves television in the room).",1
479,"choose from glistening mounds of clams, mussels, squid, spider crabs and whatever else the boats have brought in, let them know how you'd like it cooked (grilled, steamed or a la marinera), pick a sauce, buy a drink and wait for your number to be called.",0
480,"Also, you must eat at Landrys.",0
481,"if you're on a budget, this place is fine.",0
482,you'd be better off going out on the town and finding breakfast at a cafe or restaurant.,0
483,"for business use, it was fine (and there's a free computer room for guests on the 1st floor), but if you're there for tourism you might want something with some character.",0
484,"Our room was beautiful and spacious and if you can afford it, I highly recommend the bigger room when staying with children.",0
485,"The location is okay for but for better restaurants and sight-seeing, stay closer to Postdamer Platz or Mitte.",0
486,The hotel should give a password to the guests that check or at least delay a program to avoid this frustrating situation.,1
487,Brazilian - I would recommend this.,0
488,I would have liked that the staff was most accommodating.,1
489,Berlin is a top city and highly recommended for New Year!,0
490,Take rooms on side or rear.,0
491,but most bathrooms are in urgent need of renovation (existing are coming back to the 60s!).,1
492,you need to read this if you are thinking of staying at this hotel.,0
493,"So, be sure to tell them in advance if noise bothers you.",0
494,they need to look at food temperatures,1
495,Rooms do not appear to have any functioning heating or built in fan/cooler/heaters which is a bit of a drawback depending on when you visit.,1
496,Be careful of the room type if you are more than one person.,0
497,Treadmills were in need of renovation in very bad.,1
498,"The shuttle isnt regular enough, and the town of Ubud is fantastic - loads of lovely restaurants, and quiet away from the main streets - I would really recommend staying in the town.",0
499,"Park across the street, $6 for 24hrs on weekends, $35+ at the hotel.",0
500,Stay elsewhere if at all possible.,0
501,You have to confirm your reservation,0
502,You could brush up a bit and use professional conversation skills.,1
503,"be sure to meet kevin at the front desk, he knows just about everything concerning your stay in ams.",0
504,"i would recommend hotel 1898 as a great place to stay, especially for the wonderful rooftop terrace and the central location",0
505,you can go buy your own water and snacks.,0
506,I would not recommend this if you want a good nights sleep.,0
507,"Also bring comfy shoes, ALOT of walking, take advantage of the golf carts to bring you to the other hotels at night.",0
508,Be sure to get the larger room and have breakfast included as it is $25 if you pay.,0
509,"Put your valuables in a zippered pouch inside your clothing, dont carry a backpack, keep an eye on anything you put down beside you in a restaurant, walk in caravans, dont let people surround you on the metro: make sure you are near an exit door.",0
510,overall i recommend this hotel.,0
511,in room tea and coffee would be a bonus ..,1
512,"The pools were very clean, but you had to get up at 5am to put your towel on a loung chair or you wouldnt get one by the pool or under an umbrella.",0
513,Rooms need a re-do.,1
514,"I understand things happen, an apology would have been nice.",1
515,don't bother paying for brekkie unless you really want to pig out at the buffet.,0
516,"The hotel itself was interesting as it is round, the staff is polite, but the hotel itself is understaffed.",1
517,ask for a room on as high a floor as possible as you will get great views of the city and surrounding area.,0
518,"if your sleep is important to you, we would not recommend this hotel.",0
519,"food prices at the hotel restaurant can be steep (but so are most restaurants at any hotel for that matter)tips: eat breakfast at a deli nearby the hotel, cheaper!",0
520,and it's just a short walk round to la rambla and a couple of blocks down on the right you'll find the hotel.,0
521,The room - on the executive floor - could have used a dusting.,1
522,in other words make sure you ck your bill before leaving the hotel.,0
523,"If you're a non-smoker, don't stay here!",0
524,plenty to see and do and for a reasonable price if you plan wisely.,0
525,Take my advise: spend your well earned money at King's Motel (1/2 block away) or at the Sheraton or Weston.,0
526,mattress in need of replacement or rotation - I felt I was going to slip out of bed because the mattress leaned toward the phone.,1
527,but the whole place is in serious need of a refurbishment.,1
528,there's plenty of websites with constantly changing deals on hotels (we booked through hotels.com) plus flights with easyjet lower your overall cost too (we got return flights for ____90 each).,0
529,Room serviceRoom service needs management.,1
530,i recommend you keep wandering right past them to the pulitzer or the dylan.,0
531,Dont go for the pictures on the starwood internet site.,0
532,so be sure to bring your own adapters.,0
533,You must use these or risk breaking your leg.,0
534,I would say the hotel painting Langlois furnish the attic so that it measures the rest of their installation.,1
535,"if you don't like where you're at, ask to change.",0
536,"if you choose a smaller room, hans will store your luggage.",0
537,"I understand that things happen, an apology would have been nice.",1
538,"you might want to bring ear plugs to protect you from your neighbor's late-night television, discussions, etc. I stayed there for business and then a few days being a tourist.",0
539,I hope they update their website to inform him of this.,1
540,I think the pitfalls I discuss below could be avoided if you know what youre up against from the outset.,0
541,do not let the online travel sites fool you.,0
542,"the breakfast buffet was extensive and could be complemented by made-to-order eggs, pancakes, omelets or French toast.",1
543,"downside: shower needs longer barrier (taking a shower means creating a small flood), need more soap for 2 people, haphazard replenishment of toiletries.",0
544,"I was here many times before and have seen all kind of rooms , make sure, you get an renovated one with Heavenly Bed,.",0
545,Would advise taking a stroll in the opposite direction to La Rambla and exploring the area were you will stumble across the most wonderful bars and restaurants at much better value.,0
546,So I would recommend that if you reserve a room here and cancel SAVE YOUR CANCELATION NUMBER,0
547,in-room tea and coffee making facilities a bonus would be ..,1
548,"Easy walk to the beach and the aquarium ,highly recommend.",0
549,"On your way in, grab one of the oodles of people checking out and get their advice.",0
550,and I must say that there was an urgent need of an update (and I'm not picky).,1
551,"The food made at the least the water was drinkable coffee, and do not be fooled there complimentary newspaper, if you read the label put on it will be seen to be charged for it to $$$$ .",1
552,"The dessert place was very good as well ,also recommended,.",0
553,"Parking $ 30 per day is an outrage, but perhaps standard for downtown (you can find street parking on weekends to save a few dollars).",1
554,The room - on the executive floor - could use a good dusting.,1
555,"The room was fine, but be warned, the neighboring Hilton is building a high share time building right side of the Ilikai part, Diamond Head.",1
556,and that is one of the rooms is located next to a very busy restaurant / bar (room 115) avoid this room or bring sleeping tablets.,0
557,if you want anything else you have to go there now and take it from the buffet.,0
558,i can recommend the cocktails in the front bar.,0
559,"but for a 5-star luxury hotel, it would be nice if they would fall off every day a bottle of water.",1
560,"plus there are many better things to spend your money on in amsterdam, enjoy!",0
561,but eventually need renovation.,1
562,so you don't have to walk if you don't want to.,0
563,"the hotel was run by friendly staff and the rooms where cleaned daily, rooms where reasonably priced and comfortable, if your considering stopping then you have no worries that you will be dissapointed.",0
564,a smile or even some acknowledgment when handing in keys wouldn't go amiss).,1
565,"avoid the spa area which is a joke,",0
566,"This hotel should not be allowed to call itself a Sofitel as the rooms are well below standard, the staff however are right up there.",1
567,but most bathrooms are in urgent need of remodelling (the existing ones are dating back to the 60s!).,1
568,"in summary, if style is all you need, great -- but there are better options that are just as cool.",0
569,"my summary - despite its wonderful location, the facilities of this hotel represent vary poor value for money (suggest you try the hotel des arts) - by no stretch of the imagination do they equate to five star.",0
570,just keep your wits about you and you will have no problems.,0
571,"Food overcooked, at least water into the coffee was drinkable, and do not be fooled by this a free newspaper, if you read the sticker to put it online, you will see that you will be charged $$$$ .",1
572,whirlpool jets simply must put it and accept the fact that it is nothing more than a large bathtub.,1
573,"What respectable hotel, especially with the expensive rooms have the nerve as accommodation costs for the cars of their customers?",1
574,"anyway, please don't let this put you off this very good hotel.",0
575,you really want a room at the back of the hotel rather than at the front.,0
576,"The rooms seem to have no functioning heating or built-in fan / cooler / heaters, which is a bit of a disadvantage, depending on when you visit.",1
577,If you have any questions just e-mail me: Jillanson@excite.com,0
578,Just hope that you get there to get a room ahead of someone else!,0
579,but for a really great breakfast walk a block to the Mayflower Park Hotel (pricey but fabulous).,0
580,Warning: some rooms are very small and outdated,1
581,Caution: some rooms are very small and outdated,1
582,"not recommended to people with a back, good hearing or thoughs who wish to wash beyond that it is a very nice expencive and convenient hotel in which to stay.",0
583,Dont trust the staff here,1
584,"if you are willing to take the risk and leave your car with this hotel, be prepared to wait 15 minutes for them to retrieve the car.",0
585,"suggestion: if you insist on staying, view your room beforehand!!",0
586,and they have to send staff on a training course in customer relations.,1
587,"The location is amazing, very near the Duomo ,if you are a light sleeper this can be bad for the tolling bells,, just around the corner from the Piazza Republica and down the street from the Uffizi museum and square.",0
588,"though, we do recommend this hotel to others.",0
589,"Please refrain from using its renewal as an excuse to do a lousy job and consider lowering its rating for what it's worth, maybe 2 * 3 and nothing else.",1
590,"Remember to bring comfy walking shoes, the Melia Caribe Tropical is huge",0
591,the hotel is ideally located with a great view of westerkirk church and within easy walking distance to some worthwhile stops such as the anne frank house  the theater museum.,0
592,and the price virtually the same if you were considering a private room at HI.,0
593,use the aerobus to and from the airport - cheaper and less hassle that the metro.,0
594,one suggestion to the hotel - sounds like being turned away for not having a room available has happened frequently in the past.,1
595,overall i would not recommend.,0
596,"The beer is okay when cold ,dont forget the bubba keg, and there is always a very happy and gracious bartender to get you whatever you want.",0
597,"Don't eat breakfast in the restaurant, too costly.",0
598,store in the fridge and have what youy want instead of the standard fare.,0
599,"I highly recommend this hotel to anyone wishing to avoid the giant impersonal hotels, as you will have all the amenities and none of the hassle.",0
600,if you can get past the receptionists and get the room you booked i think you will be hard pushed to find fault with this hotel.,0
601,"With the high price of breakfast we've ever seen, it would have been nice to have manufacturers stations drinks / coffee in the room, as usually is in grief.",1
602,"If you want an upgrade room, join the Guest Select program, and you will be sent a coupon for a free room upgrade coupon.",0
603,"When we booked the room description on the website he said it came with a separate living area, despite raising the issue with reception we were basically told that this was not so, I guess you need someone to modify the website.",1
604,"think hard before booking this hotel - the room rate might seem ok,",0
605,the usual taxi service from the hotel to the airport was 48e so if your trying to budget it might be better to take the tram/train route.,0
606,Desk staff have to go a Waldorf class on manners.,1
607,"but overall i'd recommend this to travellers, especially younger travellers who like somewhere more upmarket than the hostels who might appreciate the modernity and basic aesthetic of the place.",0
608,"So if you are looking and assigned room 1238, make sure you have your own mirror.",1
609,Make sure to go to Aberdeen and take a sanpan ride.,0
610,"Breakfast consisted of donuts and muffins, if you were fast enough.",1
611,"For what we paid for the room, they should be polite enough not us milling in the parking lot have.",1
612,"great for travelers arriving by train, just a short walk across the plaza, but also good for those arriving by car from southern points as you just have to turn right off of diagonal onto numancia and go down a few blocks.",0
613,My opinion on the matter is that the sewer system in the GDR must be replaced.,1
614,So if you have trouble with stairs request a lower floor.,0
615,you can spend quite a lot of time in your hotel but still have a drink or just be out of your room.,0
616,and I've got to say that it was in desperate need of an update (and I'm not picky).,1
617,My recommendation - spring for the extra money - the full ocean view is well worth it,0
618,it is better to avoid the bar.,0
619,"For both the beach and the pool, if you want a chair under a palapa to cover yourself from the sun, I suggest you get their early ,between 8 and 8:30, or before you have breakfast, take your towels and leave them on the chairs you want.",0
620,"and a small grocery store around the corner so it is much, much cheaper to buy your own breakfasts,",0
621,"less than 10 minute walk from central station,many restaurants within walking distance,and always a lot going on right outside in dam square to people watch.",0
622,but don't expect too much.,0
623,bring comfy walking shoes!,0
624,"Business oriented, and highly recommeded for that purpose",0
625,"having gone through the experience, although i never would have imagined saying it, i would recommend staying at a cookie-cutter, boring ibis for a comparable or cheaper rate.",0
626,"larger rooms, bar on the ground floor, the largest reception, but then it would not be the hotel it is.",1
627,I would not recommend this hotel.,0
628,Try out a trabi safari - it is great fun - especially in 3ft of snow in a car with no heating......................,0
629,I think the guests should get free parking.,1
630,"With the higher price of breakfast we've ever seen, it would have been nice to have drinks stations in room / coffee as typically found in Westins.",1
631,One more thing- if you want to visit the Bundestag it is a good idea to book a tour (in english) in advance.,0
632,Our Classic room was a bit small and you might consider upgrading to a larger room if you are staying for very long.,0
633,"I would recommend the Warwick to someone looking for a reasonable priced hotel,",0
634,"The rooms are clean and nice, but keep in mind that you only pay for hosting, the service does not seem to be included.",1
635,"if you fancy a stroll, you can be at la rambla in 30 minutes.",0
636,Beware as in the trip info it says that you can go snorkling but no gear is provided so if you want to snorkle take you own gear.,0
637,spa really need to be cleaned (avoid the hammam).,1
638,for the price and the area they should include at least breakfast.,1
639,I do wish that the staff were more accomodating.,1
640,The only thing that would be better Oceanview would.,1
641,The University Inn is a very good deal that I would recommend to our friends.,0
642,"if you want to see the golden gate bridge, you can rent bikes or two seater and four seater motorized vehicles from a few places within two or three blocks of the hotel.",0
643,"if you are staying in this hotel, do not stay in section c facing the back of the hotel!!!",0
644,(you have an hour to get back on any tram if you want to use the same just-stamped ticket.).,0
645,would recommend.,0
646,concierge desk has plenty of umbrellas at their desk if you need to borrow one; lighting inside the rooms seemed a bit sparse if you like it bright;,0
647,If you have a choice DONT STAY HERE.,0
648,"Meaning, you take your family of four to be comfortable to be expected in a room.",1
649,"So, if you are not looking for service, unfriendly staff, basic facilities then I recommend you book this place!",0
650,the public areas are those you would expect from a 2-3 star hotel - all again in need of a major updating.,1
651,"Its a good 20 minute drive to the center of Scottsdale ,if youre looking to dine at one of the many fine dining spots in the Scottsdale area.",0
652,"But for a true represenation, go to the five star alliance website.",0
653,"Its not a luxury hotel but if you are looking for something a little outside the city, its a good choice and a good price for Amsterdam.",0
654,They either need to rewrite the policy on the amount of time a cart can be kept by guests or put DVD players in all rooms.,1
655,I'd suggest staying away from the in hotel restaurant.,0
656,there is a fresh food market at the maubert-mutualit____ metro stop three times a week.,0
657,"Please refrain your renovation as an excuse to do using such a lousy job and consider your rating reduction for what it's worth, 2 * maybe 3 and nothing more.",1
658,although the marble have used in the bathrooms a thorough cleaning could when they had dirt and rust stains.,1
659,If I was to give one tip then take a taxi from the airport - we got the train and then the metro but had to make few changes along the way.,0
660,and you can buy glorious fresh produce from the market and not pay for city priced meals at or around the hotel.,0
661,i would highly recommend this hotel if you are staying in amesterdam.,0
662,on thing i liked was just a block away was an albert heijn grocery store for picking up an odd room snack or soda so you don't have to pay $5.00 from the mini bar.,0
663,"Oh, and they like to keep your key at the front desk - there is only ONE KEY available per room, so if you're sharing with someone but have different itineraries, make a habit of dropping the key off at the front desk.",0
664,But make sure to ask for a high floor if you dont like the noise.,0
665,but the whole place is in dire need of a makeover.,1
666,"The hotel should not be allowed to call Sofitel, but since the room well below standard, the staff are at the forefront.",1
667,use the supermarche across the street for snacks and sodas.,0
668,"so, don't just look at the ranking, make sure you are staying at a motel, not a hotel.",0
669,"If you are looking for a fancy, corporate Marriot or Sheraton, this is not the place for you.",0
670,The rooms can be a bit small but I suggest ocean view only since the other rooms face high rises and this defeats the purpose of being in a tropical setting.,0
671,"a bit noisy if you have a street-side room, but with the windows closed the noise is well insulated.",0
672,"However, if you are simply wanting a nice vacation in relaxing area then the Copamarina is a good choice.",0
673,I would suggest painting Langlois hotel finished attic to measure up to the rest of its facilities.,1
674,Dont miss the nearby Palace Kitchen Restaurant and the doughnut shop that are on 5th Avenue.,0
675,The price was ok but after staying- I would expect that the rates should be lowered.,1
676,there is a supermarket over the road so take your kettle so you can have coffee in your room.,0
677,"So, make sure you pay attention",0
678,"Its also a great location if you love shopping because Nordstrom and Macys are right up the street as well as 2 big malls, Westlake Center and Pacific Place.",0
679,"if you have traveled europe, you know baths are not large.",0
680,They either need to rewrite the policy on the amount of time a truck can be retained by customers or put a DVD player in every room.,1
681,"For a good breakfast right on the beach check out Dukes ,less than a 5 minute walk from the hotel,.",0
682,This hotel is recommended for budget travelers who do not mind to carry on your own luggages to the room and during check out.,0
683,The point is - don't advertise the service if there are caveats that go with it.,1
684,and wouldn't hesitate to recommend it to others.,0
685,would recommend breakfast/drinks at the bar opposite (d'or) as reasonably priced and very friendly staff.,0
686,"The decor of the hotel is very tasteful and trendy, and while the wallpaper may need a little work here and there, as mentioned earlier, is not really a big deal.",1
687,"if you have a car, you can park here, which is a real bonus in a city where parking is limited.",0
688,Hilton - stay on executive floor (great lounge) get a room overlooking the Gendarmenmarkt (beautiful day and night).,0
689,One thing you must ask for when checking in is a Majestic Passport.,0
690,"We were in a deluxe room ,dont be fooled, these are the basic rooms, which was really small, compared to the fantastic villa we had in Benoa for less then half the price,",0
691,"if you can stay on the top floor, i highly recommend this hotel.",0
692,"For those who are taking a cruise out of Seattle , like us, plan an extra day or two prior to your leaving and stay at the Andra (about 3 minutes form the debarkation dock) to compliment your trip.",0
693,I would recommend this hotel to anyone who likes a bit of style and comfort.,0
694,"Parking at $ 30 per day is a scandal, but maybe standard for the city center (you can find street parking on weekends a few dollars to save).",1
695,but for those on a budget and do not mind relinquishing some comforts then this hotel is fine.,0
696,"and staff quality i would advise you to go to one of the better know chain hotels, at least you know what to expect.",0
697,If you must stay here check out the room first before you hand over your credit card.,0
698,"Food in over cooked, at least the water in cafe was drinkable, and don't be fooled by there complimentary newspaper, if you read the sticker the put on it you will see that you will be charged for it to $$$$.",1
699,"however, watch out for the bedbugs.",0
700,"but for a 5-star luxury hotel, it would be nice if they would drop off a bottle of water every day.",1
701,we recommend this hotel for people looking for a good 5 stars hotel in the center of barcelona.,0
702,"Bottom line: pick another hotel, the Starwood Group has a white elephant on their hands with this smelly grand hotel.",0
703,"If you are not a diver, I would recommend you stay at the Copamarina because it is very nice and peaceful.",0
704,"Quiet for the most part, the room was okay, but could use a minor remodeling.",1
705,"also, the hotel would be advised to forget the waffles, chocolate and water freebies and provide tea and coffee making facilities.",1
706,The necessary improvement wrong rooms (and we had seen on the roof!) And a good cleaning!,1
707,and should the employee on a training course in customer relations post.,1
708,Make no mistake - the Moore is pretty much a dump.,0
709,"So if you make a reservation through internet, you have to call them and confirm it",0
710,You could use some polishing and professional conversation skills.,1
711,and they should send the staff on a training course in customer relations.,1
712,"So dont trust the staff, and be prepared for them to try it on and cause problems.",1
713,"i would recommend costa gallega, one block north on the passeig de gracia (get the piquillo peppers stuffed with crabmeat, patatas bravas, and wash down with a good cold glass of the local penedes wine - vina sol.",0
714,The treadmills were in very poor condition need.,1
715,"Negatives: bed (if you are used to Sofitel beds in the world there are world does not here), bedding (old polyester), keeping the house (both morning the room was not properly cleaned and coffee and toiletries were not replenished, the room was not very clean with huge stains on the curtains), in room amenities (if you like retro 70s, you'll love the TV in the bedroom).",1
716,"if you want good service and a good all round experience, stay elsewhere.",0
717,and i would not recommend a stay in this hotel.,0
718,If they offer you something that is expensive just bargain with them and start walking out of the store and they will bargain with you.,0
719,This hotel is badly in need of a manager who knows what is going on in the place.,1
720,if you are looking for a flashy sterile five star hotel then this probably isn't the place for you.,0
721,"Walk 2 to 3 blocks away and get a muffin, coffee, or egg sandwich for about 6 Euros..",0
722,"could use the reception staff a really good lesson on manners, professionalism and genuine hospitality.",1
723,however if you get the price right and want clean,0
724,"Another comfortable chair in the room, there is one, would be a plus We only have breakfast here because we slept in, but it's a bit expensive.",1
725,"please check out my pics, so you can see what the rooms look like.",0
726,Especially good for shopping on the Kurfustendamm...bring an extra bag!!,0
727,"if you are new to the area, i would not recommend it.",0
728,"but unless you're boarding a cruise ship, or maybe if it's the middle of summer; i'd choose differently.",0
729,"if you are sharing a room with someone you do not know, get two rooms.",0
730,stay somewhere else in barcelona ... and go to the arts to visit the great bar and the fantastic arola restaurant,0
731,Through the resort you can contact a guy named Angel for some of the best scuba diving I have ever done in my life.,0
732,"The room was large, bathroom was nice, but watch out for the tiles after the shower.",1
733,"Another comfortable chair in the room, there is one, would be a plus we only ate breakfast here because we slept, but it's expensive.",1
734,there is a very nice take away sandwich shop near by.,0
735,"Overall, if cost is a main concern, and you want stay in a basic room for $50 with decent service, in an acceptable neighborhood, then you apparently dont have enough $$$ to stay in a San Francisco hotel, try an upgrade to a local hostel, or stay home.",0
736,"i have yet to email the hotel and see what repsonse i get, however, if you do stay here i would suggest you check the bed first before opening your luggage.",0
737,"The manager should have been promoted long ago,-I will never again meet such a Man who was so happy to help and rectify any problems- he was wonderful.",1
738,"the breakfastbuffet was comprehensive, and could be supplemented by made-to-order eggs, pancakes, omelets, or french toast.",1
739,"Another comfortable chair in the room, there is one, would be an advantage only we ate breakfast here as we slept, but it's a bit expensive.",1
740,The only thing that would be better would be Oceanview.,1
741,(there's a very nice cafe next door with a huge breakfast for less than half that.,0
742,All very good - only dont expect to be waited on .,0
743,Please note though that the breakfast was not included no signs,1
744,and there are plenty of cafes nearby - there's a starbucks next door for those craving a caffeine fix and a number of small supermercados nearby for picking up water/drinks for cheaper than the mini bar.,0
745,room needs better electrical outlets,1
746,also take a travel kettle as the rooms do not have tea/coffee making facilities.,0
747,But if you are on holiday there are sum negatives.,0
748,and curtains could do with a splash of colour.,1
749,Tip choose a floor above the tenth floor for great views.,0
750,"If you're looking for that famous Berlin nightlife, look elsewhere.",0
751,"for the standard they boast, you are better off staying in a lesser star establishment where you will get better service.",0
752,"Thus, confidence Including staff, and be prepared for them to try and cause problems.",1
753,So if you are wanting a pool I dont suggest booking here.,0
